id,miembros,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7
2702,5,89,33,14,94,7,11,1,98
2703,3,87,67,44,1,80,12,9,74
2704,5,68,2,45,33,42,51,38,73
2705,4,26,18,46,1,61,16,12,36
2706,3,12,25,21,2,96,80,45,39
2707,4,23,99,44,1,27,3,75,81
2708,3,60,1,9,89,12,17,88,61
2709,4,68,1,29,4,6,39,50,57
2710,4,1,2,74,19,72,3,54,57
2711,4,31,13,79,17,26,68,52,11
2712,4,20,95,28,1,11,3,73,26
2713,4,1,94,48,95,16,49,24,40
2714,5,15,1,45,39,7,40,80,53
2715,3,82,32,100,81,11,47,74,34
2716,2,88,57,12,82,33,75,23,66
2717,5,6,96,81,66,57,50,95,87
2718,4,71,4,88,61,82,87,1,53
2719,3,11,81,52,17,40,20,19,48
2720,6,51,18,5,98,23,54,38,80
2721,5,5,1,80,67,29,38,33,27
2722,8,1,52,10,86,16,25,40,54
2723,5,59,58,49,8,53,52,57,1
2724,3,96,24,1,33,46,16,53,59
2725,5,52,1,4,10,11,61,15,24
2726,7,12,20,76,24,50,80,74,67
2727,4,38,28,46,18,74,66,7,26
2728,2,5,78,45,77,90,1,39,49
2729,4,52,81,7,28,58,21,29,54
2730,4,54,47,40,46,86,4,23,68
2731,4,88,10,47,24,1,22,94,39
2732,4,24,1,88,66,30,80,11,75
2733,2,25,87,29,11,1,4,53,52
2734,6,39,33,79,88,82,6,51,1
2735,4,28,80,17,1,33,15,14,26
2736,6,36,11,59,1,45,17,73,15
2737,5,1,73,82,68,31,54,9,5
2738,3,96,56,81,16,70,29,1,18
2739,6,51,11,1,89,30,73,54,94
2740,6,5,45,38,1,68,20,87,76
2741,3,34,87,66,3,82,59,21,38
2742,2,96,26,40,38,94,47,17,97
2743,5,26,19,95,43,50,25,18,73
2744,3,68,4,7,67,59,46,1,75
2745,2,54,68,96,73,46,90,92,32
2746,3,67,1,31,35,2,75,25,12
2747,7,58,66,26,91,18,1,87,24
2748,3,53,82,11,52,78,15,43,91
2749,7,31,19,52,1,38,18,25,5
2750,6,9,54,11,66,35,69,6,42
2751,5,28,89,100,66,54,23,11,74
2752,4,98,26,40,88,52,30,15,11
2753,4,85,73,25,34,10,1,59,35
2754,7,25,70,74,20,50,26,15,87
2755,4,96,52,89,88,80,23,31,74
2756,6,67,18,24,94,87,95,59,48
2757,5,67,31,17,40,75,14,26,1
2758,3,31,17,66,39,11,86,29,9
2759,5,82,92,75,94,26,61,43,20
2760,4,22,64,86,1,12,74,30,14
2761,5,4,33,53,1,80,46,39,12
2762,8,1,88,35,59,16,3,25,37
2763,5,31,12,44,18,48,58,45,88
2764,2,83,23,19,64,54,53,10,67
2765,4,29,9,14,56,82,3,81,13
2766,4,67,24,53,15,57,66,17,12
2767,4,95,5,26,40,38,80,84,47
2768,4,28,46,3,1,45,5,70,59
2769,4,74,94,12,66,54,28,88,17
2770,4,28,32,25,16,66,17,10,52
2771,2,38,3,29,86,15,6,100,26
2772,5,91,28,47,66,24,34,96,17
2773,2,8,68,28,25,44,75,84,35
2774,4,96,61,90,11,47,7,17,5
2775,6,5,39,60,4,67,38,62,1
2776,4,22,26,25,29,96,81,8,39
2777,2,16,5,62,80,1,30,11,96
2778,7,59,18,31,67,1,19,29,42
2779,7,1,19,15,26,59,5,42,60
2780,2,25,95,1,17,80,32,36,79
2781,2,88,34,53,39,47,32,10,95
2782,8,81,31,11,24,79,96,7,1
2783,6,1,34,4,47,38,17,40,73
2784,5,74,54,46,47,55,5,52,68
2785,2,68,54,10,45,18,76,99,31
2786,6,2,96,31,12,19,57,53,89
2787,4,40,31,54,60,38,14,46,27
2788,6,1,40,26,72,43,89,75,12
2789,2,87,19,38,17,31,18,9,95
2790,5,44,4,75,23,2,54,67,87
2791,3,26,67,54,66,20,28,33,8
2792,5,25,59,94,39,72,81,68,13
2793,4,47,40,94,42,59,5,12,84
2794,4,40,75,25,57,19,8,24,83
2795,6,48,57,46,25,33,1,52,17
2796,3,83,58,15,55,12,98,46,38
2797,4,61,26,100,53,54,60,1,4
2798,5,88,61,5,1,25,23,17,82
2799,2,1,73,19,53,18,60,67,40
2800,4,67,29,61,38,35,45,85,53
2801,3,47,43,5,32,12,2,88,33
2802,5,1,44,62,11,15,21,71,52
2803,3,1,54,37,2,29,40,26,52
2804,5,3,81,35,18,7,31,43,63
2805,4,18,21,5,29,1,38,3,54
2806,5,1,40,89,9,15,46,47,22
2807,4,51,87,53,96,95,40,75,65
2808,2,59,10,49,24,81,73,4,7
2809,6,29,32,30,47,95,96,1,88
2810,4,34,94,75,11,40,14,33,2
2811,6,24,44,39,17,40,1,12,3
2812,3,47,24,18,44,92,85,26,53
2813,7,25,73,45,60,82,32,44,8
2814,2,9,34,7,38,25,51,67,5
2815,5,20,22,53,8,18,81,80,30
2816,7,52,62,10,1,42,73,19,44
2817,4,1,82,2,5,17,58,19,80
2818,6,82,54,22,89,4,39,62,33
2819,8,19,1,84,6,54,40,32,75
2820,2,8,1,12,25,31,78,32,98
2821,6,81,18,53,75,55,12,46,39
2822,3,88,29,45,17,19,24,18,16
2823,4,1,15,60,4,33,39,19,61
2824,6,32,40,51,87,50,70,58,7
2825,7,49,1,10,18,75,73,70,95
2826,5,46,31,5,81,94,34,82,22
2827,4,39,19,25,17,5,89,50,33
2828,4,24,2,61,21,1,10,68,81
2829,7,67,8,17,21,2,1,16,31
2830,8,1,41,12,43,31,38,45,48
2831,5,33,31,60,53,17,32,4,66
2832,3,33,81,1,72,31,22,49,39
2833,3,45,33,59,57,29,39,41,84
2834,6,84,86,27,33,81,43,87,54
2835,7,19,1,13,59,75,97,76,20
2836,3,1,85,28,23,21,86,33,18
2837,6,89,88,12,47,75,26,17,31
2838,2,54,59,73,8,18,42,10,46
2839,5,3,40,26,73,35,54,96,60
2840,3,77,19,1,33,5,68,99,39
2841,5,17,1,95,40,96,5,33,19
2842,4,45,9,94,26,36,19,73,2
2843,4,12,20,31,35,51,68,1,58
2844,4,20,47,67,75,32,24,81,28
2845,3,10,75,24,26,60,31,96,87
2846,4,11,60,4,46,33,39,71,25
2847,3,36,17,45,19,27,75,1,30
2848,4,60,9,13,46,32,10,58,29
2849,5,19,94,12,28,32,25,95,96
2850,5,53,80,5,46,6,9,25,19
2851,2,61,66,42,3,33,14,17,10
2852,4,47,27,53,43,8,60,62,89
2853,3,11,96,7,87,1,54,75,27
2854,3,74,13,45,68,2,23,32,82
2855,3,16,45,53,1,18,87,38,8
2856,4,29,49,59,3,6,5,46,52
2857,3,60,66,10,32,18,94,30,88
2858,2,88,75,59,61,89,24,18,15
2859,2,81,20,46,53,87,28,21,74
2860,7,19,56,40,54,75,26,44,25
2861,4,59,5,20,56,24,1,18,11
2862,6,1,66,38,47,95,59,24,69
2863,4,10,59,5,18,52,29,41,73
2864,5,60,87,24,43,58,7,88,48
2865,3,68,89,10,12,72,92,18,69
2866,2,3,82,52,6,25,28,26,79
2867,5,1,38,47,10,35,82,9,73
2868,4,3,47,86,24,56,67,52,60
2869,6,18,1,75,2,38,64,44,14
2870,6,1,83,33,20,5,54,53,74
2871,2,4,47,46,10,23,80,29,50
2872,5,61,40,60,95,3,59,62,80
2873,3,74,12,5,90,18,82,22,43
2874,4,11,5,85,32,94,53,73,89
2875,6,16,96,67,47,53,87,45,60
2876,4,3,1,87,9,49,60,76,15
2877,4,53,88,17,1,4,41,89,16
2878,2,59,17,21,61,49,19,8,1
2879,4,38,28,1,53,27,23,17,19
2880,5,18,52,1,26,16,72,67,47
2881,3,100,87,67,19,79,81,45,52
2882,6,31,66,74,39,48,57,47,33
2883,2,74,8,60,14,17,49,45,31
2884,4,19,1,59,74,68,9,25,91
2885,3,18,14,34,80,25,9,1,74
2886,3,89,4,18,34,1,46,98,80
2887,6,60,11,57,74,53,3,28,87
2888,2,22,92,53,13,75,16,46,4
2889,5,17,32,4,52,26,5,10,18
2890,3,87,2,11,42,95,80,10,45
2891,3,3,46,17,20,22,18,50,25
2892,4,32,60,6,2,17,47,50,70
2893,4,13,18,24,89,34,94,96,32
2894,2,82,75,1,45,54,17,29,24
2895,6,89,75,31,54,12,14,41,1
2896,5,33,16,48,35,49,46,71,87
2897,3,47,89,80,44,4,35,13,90
2898,8,24,86,25,9,1,73,67,12
2899,8,10,73,81,1,11,25,40,43
2900,4,1,31,67,73,10,75,76,19
2901,2,94,45,1,87,19,64,26,74
2902,2,1,27,25,74,11,52,20,30
2903,4,80,22,73,7,59,54,10,5
2904,2,43,29,20,12,46,91,9,25
2905,5,89,4,16,7,81,40,31,1
2906,3,1,89,25,72,61,18,17,28
2907,6,5,81,59,17,67,26,20,13
2908,4,13,18,39,17,52,80,25,26
2909,8,82,95,43,2,49,52,3,88
2910,4,59,3,54,81,62,12,2,11
2911,4,17,95,61,40,18,5,15,16
2912,3,4,5,10,74,1,29,88,39
2913,2,47,42,31,82,23,26,75,67
2914,5,19,77,52,91,4,39,96,1
2915,5,17,94,33,8,100,54,19,32
2916,5,32,67,12,52,48,66,1,42
2917,5,40,28,1,75,4,61,89,5
2918,3,39,21,32,88,14,10,17,5
2919,5,88,10,89,48,3,11,74,70
2920,4,81,50,25,91,94,24,2,18
2921,4,82,1,98,52,53,20,10,24
2922,3,13,15,59,60,94,55,61,42
2923,5,53,19,59,83,47,90,9,4
2924,4,73,99,45,1,54,87,51,31
2925,4,96,2,21,1,4,19,6,82
2926,3,1,52,35,3,84,67,53,37
2927,6,81,17,95,16,1,10,88,5
2928,4,72,89,55,15,54,27,16,21
2929,5,11,26,52,53,1,29,44,67
2930,2,74,31,53,4,83,58,37,98
2931,3,17,8,75,40,24,21,55,31
2932,3,54,1,74,42,29,80,47,11
2933,3,45,43,17,42,10,3,26,82
2934,4,20,47,52,89,12,4,38,82
2935,5,39,10,88,70,31,58,12,25
2936,4,82,47,50,75,1,90,33,54
2937,4,58,26,79,99,60,37,68,12
2938,5,33,53,7,94,16,81,92,25
2939,5,13,30,45,68,9,61,59,44
2940,4,95,18,32,94,66,17,89,79
2941,5,95,41,80,99,31,39,1,9
2942,4,75,29,88,28,74,17,27,38
2943,4,66,95,81,39,13,84,23,54
2944,3,1,2,25,18,19,44,11,46
2945,5,3,54,29,73,43,1,4,60
2946,6,96,11,89,60,1,68,12,26
2947,4,47,24,1,20,19,8,87,95
2948,4,12,3,18,1,46,75,31,20
2949,7,24,46,81,4,43,8,12,47
2950,4,34,5,3,46,50,56,61,88
2951,4,28,6,50,87,22,40,38,3
2952,3,47,45,95,22,1,29,13,88
2953,2,61,5,89,1,12,24,68,42
2954,4,48,18,3,29,59,38,82,1
2955,4,24,88,31,87,50,75,33,54
2956,6,26,14,81,61,23,96,82,53
2957,4,28,5,18,52,82,42,1,16
2958,5,4,67,1,5,7,48,32,44
2959,4,45,24,32,25,17,46,82,5
2960,2,9,27,47,51,23,16,10,13
2961,4,1,42,25,46,54,69,50,4
2962,5,27,95,22,1,9,69,14,11
2963,6,86,1,75,68,10,57,12,37
2964,4,11,3,31,33,89,73,4,1
2965,2,83,20,84,67,47,87,17,59
2966,5,1,29,80,73,19,52,59,4
2967,2,17,53,90,47,55,85,19,32
2968,4,1,43,37,54,26,87,86,59
2969,3,79,25,1,4,87,53,32,46
2970,2,10,59,30,17,19,94,74,81
2971,5,29,14,12,49,17,89,67,9
2972,3,40,9,67,91,3,52,1,49
2973,5,38,21,52,31,54,25,5,1
2974,3,54,38,18,66,34,1,75,19
2975,5,53,1,54,74,48,22,88,67
2976,6,51,62,45,1,73,47,96,16
2977,3,15,59,54,96,17,1,68,82
2978,6,39,26,14,12,31,18,45,9
2979,2,32,13,75,47,74,43,25,94
2980,4,18,93,63,95,22,3,53,54
2981,2,47,5,57,81,8,84,32,28
2982,4,38,10,13,50,1,53,75,59
2983,7,32,24,12,15,26,28,75,82
2984,4,78,1,9,93,20,72,53,60
2985,3,75,31,29,27,6,33,46,59
2986,2,1,8,24,40,51,11,7,10
2987,5,61,40,54,24,81,68,59,53
2988,2,99,87,20,50,26,82,47,3
2989,2,36,89,88,38,23,46,1,54
2990,5,2,27,40,75,48,34,19,67
2991,7,1,4,96,95,48,6,39,94
2992,3,8,24,68,46,38,10,33,7
2993,7,2,11,60,45,93,72,15,27
2994,2,27,1,24,46,32,47,63,89
2995,2,46,80,47,35,54,81,11,49
2996,6,78,24,32,60,28,13,47,96
2997,5,1,34,75,88,40,27,60,29
2998,6,42,88,1,12,95,47,19,69
2999,5,98,40,75,73,16,45,89,88
3000,4,31,14,32,1,4,74,23,89
3001,3,63,91,32,96,55,1,45,59
3002,3,13,51,46,99,1,49,59,11
3003,6,13,12,73,58,9,53,18,46
3004,7,7,81,10,88,12,25,74,30
3005,5,94,51,45,29,1,27,30,18
3006,4,18,14,4,68,66,11,59,33
3007,4,37,95,88,81,14,17,19,23
3008,4,35,25,46,2,40,84,77,3
3009,4,82,1,3,48,23,67,6,39
3010,4,23,87,42,94,39,18,10,29
3011,3,12,11,19,24,40,54,53,31
3012,4,81,80,75,46,11,58,70,67
3013,3,44,81,1,64,49,5,68,39
3014,3,68,6,1,82,26,14,28,81
3015,3,32,68,29,27,52,50,77,81
3016,4,45,16,1,6,59,96,31,10
3017,8,25,1,26,39,82,4,47,29
3018,4,73,3,67,94,12,68,8,53
3019,3,26,94,52,32,31,80,1,73
3020,4,89,1,68,61,60,33,52,87
3021,2,40,21,51,10,60,1,46,4
3022,3,74,75,68,100,52,32,59,60
3023,4,36,57,39,41,51,72,66,47
3024,5,67,66,96,61,7,6,47,58
3025,3,81,12,54,53,47,88,24,11
3026,3,96,52,28,66,40,80,81,1
3027,3,75,46,64,23,94,89,1,85
3028,3,39,29,12,33,93,10,46,59
3029,2,58,31,37,24,40,61,81,3
3030,5,94,10,92,11,74,59,73,12
3031,6,1,33,28,58,8,39,52,17
3032,2,60,37,30,94,7,17,25,74
3033,8,52,73,48,39,1,13,81,66
3034,5,82,17,1,67,80,59,10,4
3035,2,67,89,32,87,55,53,15,80
3036,7,39,31,17,12,1,10,68,24
3037,2,94,25,75,82,20,1,33,32
3038,3,60,59,92,21,47,61,22,11
3039,4,39,4,20,38,12,92,13,30
3040,3,67,84,78,1,10,25,17,60
3041,3,67,32,94,26,9,53,78,1
3042,2,31,100,65,66,1,68,94,22
3043,3,73,40,26,46,1,45,56,54
3044,5,1,47,51,11,18,36,54,89
3045,3,12,45,68,64,28,17,29,73
3046,5,5,23,28,1,88,73,34,17
3047,3,75,87,33,4,46,1,68,15
3048,3,17,19,3,54,31,4,47,96
3049,4,22,38,85,24,1,45,13,92
3050,6,60,54,19,15,41,26,40,66
3051,7,96,82,38,39,40,1,67,60
3052,5,14,60,7,47,10,15,59,3
3053,4,1,77,3,46,26,88,22,47
3054,6,4,75,56,47,15,88,46,68
3055,4,17,82,16,1,3,88,66,11
3056,6,69,46,66,34,41,44,3,1
3057,4,4,1,40,67,11,99,54,95
3058,4,23,48,47,12,68,38,85,82
3059,6,24,11,41,49,37,69,68,4
3060,2,4,87,38,54,59,6,40,1
3061,2,47,19,12,37,22,33,53,52
3062,4,68,95,73,31,47,1,28,53
3063,8,25,52,17,60,75,5,1,15
3064,4,73,54,12,1,7,3,5,81
3065,4,66,54,97,62,19,60,11,87
3066,7,1,28,95,10,13,73,11,15
3067,5,52,9,5,88,60,27,95,1
3068,7,27,67,26,29,66,96,10,52
3069,3,3,10,81,38,54,9,45,1
3070,4,41,89,34,27,96,46,22,99
3071,4,19,18,33,80,58,96,68,20
3072,2,1,93,67,25,88,94,90,73
3073,3,46,8,87,39,94,60,26,13
3074,5,1,80,53,20,18,4,96,94
3075,3,49,47,31,18,12,26,39,32
3076,5,26,44,66,60,40,46,27,47
3077,2,14,10,88,98,5,42,53,1
3078,5,61,48,87,39,73,8,59,5
3079,6,4,46,47,49,26,40,61,60
3080,4,88,47,4,31,87,11,39,45
3081,4,1,14,59,18,74,69,11,39
3082,5,87,55,13,21,96,11,28,89
3083,2,1,7,53,44,31,68,46,5
3084,5,45,9,46,81,20,11,57,1
3085,7,54,73,4,1,19,3,53,94
3086,4,93,19,1,94,12,33,25,46
3087,3,96,3,39,82,25,24,38,23
3088,4,52,54,78,11,70,7,61,23
3089,3,60,1,31,27,3,13,65,40
3090,4,65,82,45,34,1,75,29,2
3091,5,96,18,88,33,6,39,75,54
3092,7,25,74,16,77,54,89,38,36
3093,2,12,19,23,52,25,66,10,88
3094,2,27,85,36,19,24,4,82,17
3095,6,52,46,3,81,100,28,11,75
3096,7,76,24,75,17,31,8,23,3
3097,2,73,81,10,59,39,38,79,4
3098,4,86,29,20,10,60,66,89,54
3099,2,96,83,80,97,1,35,14,94
3100,4,84,7,26,33,50,1,39,14
3101,4,89,51,79,46,25,47,59,18
3102,4,87,8,24,12,15,38,70,44
3103,4,95,39,68,18,74,76,19,1
3104,5,3,29,25,51,16,94,45,54
3105,2,19,32,46,73,6,9,28,96
3106,4,35,80,65,45,1,33,16,40
3107,5,35,42,44,45,26,40,12,89
3108,4,91,26,3,24,60,87,10,1
3109,3,17,24,31,78,54,1,74,76
3110,3,10,95,46,9,33,1,57,72
3111,5,73,40,18,47,67,81,66,87
3112,5,44,26,21,56,25,30,80,59
3113,3,25,94,40,14,47,48,69,55
3114,4,27,47,39,91,33,66,11,46
3115,5,85,92,1,27,6,7,19,89
3116,4,1,35,57,23,25,11,38,10
3117,4,32,30,33,66,50,98,75,28
3118,7,5,82,50,89,39,1,71,74
3119,4,1,18,37,35,86,28,9,33
3120,6,14,75,40,33,53,47,58,1
3121,8,47,66,80,15,13,60,53,2
3122,8,11,81,26,97,38,49,31,71
3123,4,77,86,47,25,1,10,3,91
3124,2,46,95,13,39,20,61,3,22
3125,5,14,3,81,47,19,73,32,12
3126,4,16,1,39,95,68,4,17,6
3127,3,2,19,26,33,29,76,59,47
3128,3,68,75,58,24,98,39,52,8
3129,4,54,19,15,44,42,18,59,34
3130,3,2,8,33,94,92,66,36,26
3131,2,39,55,26,10,3,52,43,99
3132,5,7,5,45,4,18,3,17,80
3133,2,94,18,1,25,76,33,46,61
3134,4,88,24,53,83,1,17,3,31
3135,5,95,99,46,96,16,74,33,94
3136,6,4,33,81,25,50,1,46,76
3137,7,39,11,80,40,96,89,17,87
3138,6,4,23,77,12,30,36,16,1
3139,2,89,11,50,73,22,25,53,61
3140,5,9,73,25,35,10,88,75,1
3141,2,31,81,24,90,80,19,73,1
3142,5,41,52,59,25,47,2,36,68
3143,5,33,47,97,7,54,24,15,67
3144,5,96,45,41,5,77,81,28,73
3145,4,27,1,91,18,25,33,51,57
3146,4,52,13,9,1,5,82,47,51
3147,4,9,14,1,48,22,26,80,47
3148,2,38,45,12,46,3,1,95,40
3149,4,47,87,57,1,19,77,34,33
3150,3,39,65,88,58,10,50,11,19
3151,4,1,12,66,88,5,72,10,4
3152,2,39,80,64,67,44,89,26,76
3153,5,26,56,66,37,95,7,68,38
3154,2,44,32,66,69,43,54,16,59
3155,7,51,59,85,89,32,17,25,52
3156,5,74,1,91,53,47,52,14,9
3157,5,96,79,95,19,23,47,58,5
3158,2,38,68,31,4,14,52,44,24
3159,2,81,62,63,99,68,32,21,39
3160,2,74,99,88,53,1,31,89,60
3161,7,3,100,1,69,59,56,94,53
3162,2,89,9,1,17,19,5,31,3
3163,5,63,61,94,33,47,11,2,19
3164,4,80,52,6,43,93,24,9,39
3165,3,26,95,28,32,14,82,88,25
3166,4,44,52,81,1,35,92,68,24
3167,4,45,1,96,19,73,54,13,39
3168,6,52,59,5,17,4,69,11,18
3169,6,61,1,25,5,4,47,75,26
3170,5,32,78,24,54,35,46,16,9
3171,4,24,4,71,99,52,11,36,26
3172,5,39,87,81,32,1,60,22,16
3173,4,1,28,90,19,61,4,46,8
3174,6,1,39,12,10,22,52,68,38
3175,2,81,4,68,74,19,45,16,18
3176,2,28,11,1,67,59,84,86,32
3177,5,7,74,55,38,1,94,91,46
3178,3,17,25,40,46,75,31,45,89
3179,4,1,94,82,33,39,9,18,46
3180,4,26,47,19,82,61,1,67,74
3181,5,46,14,32,47,31,26,1,100
3182,4,12,96,45,24,81,7,14,57
3183,3,9,4,46,39,58,40,8,47
3184,4,80,40,25,49,75,1,100,73
3185,6,45,21,24,32,1,50,38,47
3186,8,73,78,11,26,74,4,77,92
3187,3,47,75,4,24,68,41,61,19
3188,2,12,1,52,45,5,24,67,3
3189,4,47,10,57,46,94,67,37,1
3190,3,39,19,3,15,18,80,1,74
3191,2,1,15,37,44,94,11,52,46
3192,3,26,1,55,31,19,48,7,66
3193,3,54,12,32,91,17,1,56,41
3194,2,66,29,17,61,96,57,69,53
3195,3,1,17,5,80,52,3,16,98
3196,4,43,19,1,12,94,11,26,87
3197,5,54,51,24,88,1,17,80,10
3198,5,46,67,19,66,89,20,31,6
3199,5,67,64,19,87,17,95,10,66
3200,4,26,95,75,10,24,44,3,1
3201,5,92,28,26,74,47,36,1,66
3202,3,40,19,39,4,1,82,11,46
3203,4,67,100,45,83,80,18,1,32
3204,2,99,58,5,46,25,88,89,19
3205,5,1,41,45,81,17,3,35,25
3206,4,12,55,47,11,39,81,31,67
3207,6,82,7,96,23,33,40,12,30
3208,4,52,20,17,1,3,53,82,19
3209,6,56,21,45,40,61,12,25,29
3210,3,25,59,7,17,1,22,75,18
3211,5,28,89,32,18,49,68,54,74
3212,3,88,47,1,38,87,80,45,100
3213,3,28,44,10,82,86,1,41,74
3214,5,82,1,22,10,46,31,86,99
3215,2,25,83,82,1,57,31,53,81
3216,4,27,19,5,29,74,46,68,21
3217,3,88,40,87,12,77,95,68,49
3218,2,1,59,75,17,24,27,57,29
3219,8,55,14,19,31,7,28,54,23
3220,4,59,10,26,46,81,11,1,39
3221,4,14,59,32,17,18,80,90,8
3222,5,89,3,32,40,21,60,1,4
3223,4,25,60,12,52,35,61,1,58
3224,5,47,51,18,9,28,29,35,75
3225,6,46,68,1,13,19,89,35,43
3226,3,93,16,100,36,1,26,82,73
3227,5,80,91,32,12,31,61,47,2
3228,6,66,17,88,53,59,1,46,5
3229,5,38,52,87,1,10,88,31,85
3230,2,52,25,18,10,53,32,88,72
3231,2,33,18,73,35,45,24,28,61
3232,7,75,55,96,38,16,100,45,56
3233,3,1,18,20,7,94,25,19,11
3234,5,73,43,74,80,25,87,44,41
3235,5,24,7,17,18,22,13,47,55
3236,4,1,53,9,30,12,22,25,11
3237,5,25,1,55,2,12,60,66,95
3238,5,89,17,81,73,75,6,31,2
3239,4,1,3,27,26,88,40,99,45
3240,5,31,26,1,35,87,19,10,56
3241,2,80,25,51,1,5,16,44,60
3242,4,25,1,17,46,14,53,80,32
3243,4,45,94,89,20,3,1,67,46
3244,6,66,14,95,73,89,80,70,10
3245,5,51,15,54,32,6,33,10,31
3246,4,87,80,54,14,98,91,48,53
3247,2,1,26,81,12,39,31,7,64
3248,4,1,78,2,45,22,32,5,90
3249,4,11,53,49,74,5,88,75,52
3250,3,19,1,60,82,11,45,5,68
3251,3,38,45,4,46,9,67,10,100
3252,5,81,83,27,47,62,38,32,4
3253,3,73,60,54,39,67,97,1,2
3254,5,25,94,74,58,12,100,89,20
3255,2,1,73,10,60,68,56,19,18
3256,5,59,6,96,54,53,11,75,12
3257,2,1,31,57,20,75,95,74,32
3258,2,6,18,19,45,92,74,1,89
3259,4,95,81,1,67,47,5,28,60
3260,7,46,53,52,89,82,1,79,25
3261,4,38,57,26,17,12,25,44,14
3262,5,11,13,29,1,30,45,81,14
3263,7,45,24,59,74,32,6,21,52
3264,5,1,59,5,95,23,27,32,81
3265,3,12,70,73,8,11,44,66,5
3266,4,61,3,80,89,11,75,51,19
3267,4,24,82,62,79,28,54,46,1
3268,2,38,94,24,96,82,87,17,85
3269,5,18,88,4,47,39,10,46,17
3270,3,59,61,47,67,36,22,88,3
3271,3,26,45,19,32,13,12,14,58
3272,8,73,52,9,87,89,68,3,57
3273,6,11,77,57,20,31,5,39,89
3274,5,25,60,85,91,54,68,3,5
3275,5,59,8,1,53,45,81,55,41
3276,6,31,38,24,25,97,36,1,81
3277,3,32,90,87,68,66,96,23,3
3278,4,31,23,59,32,46,62,34,35
3279,8,81,9,3,54,24,80,1,88
3280,6,88,66,37,85,91,75,95,98
3281,4,1,45,11,63,59,10,32,56
3282,3,55,75,1,80,28,51,81,66
3283,4,18,33,96,1,25,12,41,11
3284,4,21,57,47,13,46,63,10,1
3285,4,17,5,76,50,25,88,59,82
3286,4,74,45,81,12,3,95,17,55
3287,5,29,89,3,1,32,51,31,95
3288,6,10,25,47,66,14,32,50,3
3289,7,12,29,17,19,75,100,89,54
3290,7,46,1,40,19,39,10,78,50
3291,4,90,52,95,73,45,38,23,81
3292,4,32,66,10,29,46,23,88,95
3293,3,20,17,34,25,53,87,47,97
3294,5,4,1,82,45,67,87,21,46
3295,7,12,82,84,68,76,19,31,18
3296,2,57,95,75,19,88,1,47,33
3297,8,15,19,39,12,1,52,47,3
3298,2,12,67,54,25,94,8,4,7
3299,4,49,85,83,24,75,59,1,95
3300,2,93,15,52,49,28,59,19,18
3301,5,9,17,4,53,88,46,80,61
3302,4,54,22,94,9,88,95,17,2
3303,3,52,19,55,27,87,2,26,45
3304,3,61,31,75,54,18,59,38,73
3305,4,14,1,47,11,50,27,52,22
3306,8,1,11,57,54,80,26,67,5
3307,3,1,50,94,90,44,88,2,22
3308,5,22,42,73,62,17,7,67,85
3309,6,10,20,11,81,53,24,38,41
3310,8,1,27,59,38,4,3,68,54
3311,4,36,38,43,19,22,45,18,67
3312,4,10,12,53,47,9,67,98,8
3313,5,77,17,52,11,81,54,1,33
3314,4,66,94,1,67,51,48,41,52
3315,4,1,31,14,59,27,36,81,74
3316,2,51,40,8,18,33,86,82,12
3317,5,66,61,32,45,5,31,8,87
3318,2,55,68,1,95,28,75,74,48
3319,5,20,5,4,60,52,14,1,67
3320,3,5,1,95,10,32,57,61,45
3321,2,96,4,40,65,28,87,80,25
3322,5,60,46,77,12,26,1,81,74
3323,5,26,1,81,27,24,3,13,15
3324,3,29,33,45,54,68,89,40,46
3325,4,43,26,96,49,22,47,7,12
3326,7,89,53,4,38,47,55,67,91
3327,2,37,28,15,60,98,12,32,65
3328,4,89,52,25,18,1,26,13,5
3329,3,1,46,60,54,25,53,32,33
3330,5,41,33,63,48,67,1,26,89
3331,4,17,75,53,38,4,25,56,47
3332,8,17,87,54,65,53,66,38,9
3333,5,31,96,53,40,38,57,22,20
3334,3,15,1,11,52,4,5,47,45
3335,6,20,67,19,35,75,29,1,92
3336,5,96,43,59,66,1,39,21,95
3337,2,1,94,32,39,13,87,29,49
3338,4,38,82,67,1,17,23,59,33
3339,7,52,45,35,74,76,95,40,1
3340,2,33,14,46,51,31,53,67,59
3341,3,10,82,11,80,53,1,67,14
3342,6,24,37,12,21,2,80,87,75
3343,6,4,15,17,12,13,80,68,59
3344,4,4,66,82,12,1,60,5,46
3345,7,1,49,10,67,60,38,68,13
3346,4,96,47,87,21,17,81,10,33
3347,3,58,2,26,1,31,10,22,55
3348,4,17,51,7,96,74,5,37,1
3349,5,3,88,4,1,68,55,74,37
3350,3,34,76,11,45,32,29,52,38
3351,4,67,19,24,85,3,75,25,12
3352,2,94,21,24,46,1,73,45,38
3353,6,5,94,54,4,64,1,41,8
3354,8,32,16,86,51,33,46,45,5
3355,6,8,7,32,53,19,15,5,1
3356,6,5,26,28,54,74,59,25,10
3357,3,29,21,46,22,47,31,7,73
3358,4,53,74,5,45,47,4,1,52
3359,4,68,62,47,18,88,38,1,89
3360,7,40,32,44,27,46,24,10,5
3361,3,21,1,81,52,22,8,89,96
3362,4,61,26,38,52,37,30,49,2
3363,2,20,47,31,1,87,54,59,80
3364,2,4,62,17,8,80,89,52,73
3365,6,19,95,38,53,60,1,75,18
